id target x1 x2
160 -1.00 0.103268 -0.686739
170 -1.00 -0.755879 0.846868
170 -1.00 -0.649621 0.473497
170 -1.00 0.908898 -0.066939
170 +1.00 0.883357 0.950323
170 +1.00 -0.835010 -0.214784
170 -1.00 0.255644 -0.532366
170 +1.00 -0.380881 -0.484410
170 -1.00 -0.123266 0.601583
170 +1.00 -0.836132 -0.662927
170 -1.00 -0.584259 0.765628
180 +1.00 0.489642 0.096286
180 -1.00 -0.184575 0.626985
180 +1.00 0.167035 0.626084
180 +1.00 0.447284 0.022755
180 +1.00 0.341546 0.822864
180 +1.00 -0.888481 -0.043089
180 +1.00 -0.524190 -0.799740
190 +1.00 0.265180 0.830613
190 -1.00 0.195849 -0.925248
190 -1.00 -0.995159 0.602696
190 -1.00 -0.675780 0.966966
190 +1.00 0.988553 0.011737
200 -1.00 -0.834308 0.434190
200 -1.00 -0.993773 0.222500
200 -1.00 -0.606244 0.352274
200 -1.00 -0.260379 0.216989
200 -1.00 0.138835 -0.047818
200 +1.00 -0.823167 -0.163280
200 +1.00 0.045634 0.549840
200 +1.00 0.225448 0.844341
200 -1.00 -0.950831 0.432667
200 -1.00 0.099964 -0.082093
200 +1.00 0.869042 0.644208
200 +1.00 -0.159731 -0.878961
200 +1.00 -0.511393 -0.868034
200 +1.00 -0.401436 -0.763903
200 -1.00 0.246627 -0.127971
200 -1.00 -0.317813 0.497419
200 +1.00 0.947793 0.170795
200 -1.00 -0.920490 0.995425
200 -1.00 0.625372 -0.716401
200 -1.00 -0.041870 0.149589
200 -1.00 0.758011 -0.740475
200 -1.00 -0.147181 0.601776
200 -1.00 0.973522 -0.577422
200 -1.00 -0.069220 0.252398
200 +1.00 0.974899 0.405620
200 +1.00 -0.039956 -0.668905
210 -1.00 0.754344 -0.874443
210 +1.00 -0.871277 -0.162284
210 +1.00 -0.894374 -0.823525
210 +1.00 -0.617926 -0.419820
220 -1.00 0.934905 -0.627797
220 +1.00 0.596974 0.766892
220 -1.00 0.199487 -0.599244
220 -1.00 -0.966950 0.547366
220 -1.00 0.054487 -0.579401
230 +1.00 -0.538665 -0.116865
230 -1.00 -0.561758 0.257645
230 -1.00 0.987766 -0.021459
230 +1.00 0.099106 0.020903
230 -1.00 0.689518 -0.392783
230 +1.00 -0.478546 -0.361767
230 -1.00 -0.110429 0.432572
230 -1.00 0.100081 -0.792968
230 +1.00 -0.969536 -0.699539
230 +1.00 0.753659 0.823505
230 -1.00 0.851799 -0.078447
230 +1.00 0.594790 0.831314
230 -1.00 -0.946639 0.113015
230 +1.00 -0.547000 -0.257794
230 +1.00 -0.054442 -0.820955
230 -1.00 -0.637372 0.115456
230 +1.00 0.527146 0.154513
230 +1.00 -0.445101 -0.954455
230 +1.00 -0.098192 -0.205800
230 -1.00 0.486995 -0.922069
230 -1.00 0.769034 -0.414699
230 +1.00 0.886120 0.576784
230 -1.00 0.481805 -0.537572
230 -1.00 -0.225548 0.883163
230 -1.00 -0.870560 0.822591
230 +1.00 0.348566 0.205980
230 -1.00 0.499665 -0.289975
230 -1.00 0.944433 -0.910919
230 -1.00 0.773435 -0.284373
230 +1.00 -0.614665 -0.928126
240 -1.00 0.819493 -0.240602
240 +1.00 -0.782613 -0.697598
240 -1.00 -0.936645 0.500508
240 +1.00 -0.023916 -0.835448
240 +1.00 -0.750904 -0.538997
240 +1.00 0.289169 0.230631
240 -1.00 0.132181 -0.490836
240 +1.00 -0.974169 -0.067646
240 -1.00 0.633892 -0.415489
240 +1.00 -0.037045 -0.750409
240 +1.00 0.174649 0.991640
240 +1.00 0.093020 0.221521
250 -1.00 -0.877146 0.156195
250 -1.00 -0.600775 0.802873
250 +1.00 -0.210207 -0.691557
250 +1.00 -0.644856 -0.332331
250 +1.00 0.885177 0.702861
250 -1.00 0.803948 -0.180013
250 -1.00 -0.753221 0.795878
250 -1.00 0.052901 -0.019268
250 -1.00 0.741802 -0.798004
250 -1.00 0.918305 -0.048368
250 +1.00 0.500834 0.121677
260 +1.00 -0.654043 -0.141950
260 -1.00 -0.187334 0.677445
260 +1.00 0.028409 0.143543
260 +1.00 -0.827614 -0.481377
260 -1.00 -0.817609 0.245141
260 +1.00 0.303924 0.760559
260 -1.00 -0.085917 0.256820
260 +1.00 0.815589 0.736185
260 +1.00 -0.736230 -0.291462
260 -1.00 0.664030 -0.335762
260 -1.00 0.499998 -0.792354
260 -1.00 0.838208 -0.687054
260 +1.00 0.853081 0.742177
260 +1.00 0.920988 0.884793
260 +1.00 -0.644099 -0.144138
260 -1.00 0.601703 -0.732998
260 -1.00 -0.136783 0.021531
260 +1.00 -0.332371 -0.477572
260 +1.00 0.768491 0.907801
270 -1.00 -0.141893 0.265610
270 +1.00 0.717410 0.483976
270 +1.00 -0.720630 -0.665589
270 +1.00 -0.536212 -0.609567
280 +1.00 0.332972 0.674008
280 -1.00 0.981481 -0.118407
290 +1.00 0.896330 0.774634
290 -1.00 -0.786583 0.856618
290 +1.00 0.556860 0.069987
300 -1.00 0.893859 -0.840066
300 +1.00 0.056384 0.929501
300 -1.00 0.679006 -0.290943
310 -1.00 -0.362350 0.425850
310 -1.00 0.172336 -0.655901
310 -1.00 -0.637982 0.344552
320 -1.00 -0.121073 0.483994
330 +1.00 -0.146324 -0.978093
330 -1.00 0.468198 -0.555521
330 -1.00 -0.789565 0.030048
330 -1.00 -0.958624 0.216138
330 -1.00 0.249555 -0.043006
330 +1.00 0.181160 0.061451
330 -1.00 -0.858546 0.299430
330 +1.00 -0.655416 -0.785255
330 -1.00 0.906520 -0.187163
340 -1.00 0.748591 -0.903441
350 +1.00 0.154976 0.751572
350 -1.00 -0.939243 0.475433
360 -1.00 0.864589 -0.315416
360 +1.00 -0.602197 -0.249588
370 -1.00 -0.004903 0.386815
370 +1.00 0.338428 0.219634
370 +1.00 -0.710535 -0.821697
370 +1.00 0.580174 0.808611
370 -1.00 -0.269538 0.322863
370 -1.00 -0.505295 0.666292
370 -1.00 0.089554 -0.556544
370 -1.00 -0.877528 0.615679
370 +1.00 -0.615899 -0.139207
370 +1.00 -0.962135 -0.566254
370 +1.00 0.361480 0.997081
370 +1.00 -0.750756 -0.912289
370 +1.00 0.768360 0.567200
370 +1.00 0.873681 0.623397
370 +1.00 -0.572661 -0.415559
370 +1.00 0.373376 0.869775
370 -1.00 -0.943055 0.203426
370 -1.00 -0.473842 0.852187
370 +1.00 -0.850981 -0.205684
370 -1.00 0.494295 -0.519606
370 +1.00 -0.399352 -0.078532
380 -1.00 -0.580036 0.726367
380 +1.00 0.884476 0.176816
380 -1.00 -0.043336 0.992455
390 -1.00 -0.937087 0.231802
390 +1.00 -0.395805 -0.331466
400 +1.00 0.705088 0.408873
400 -1.00 0.868927 -0.746879
400 -1.00 -0.224712 0.395418
410 +1.00 -0.936346 -0.967832
410 -1.00 0.415920 -0.666498
410 -1.00 -0.053990 0.516662
420 +1.00 -0.139366 -0.187630
430 +1.00 -0.969686 -0.247965
430 -1.00 -0.461559 0.756332
430 +1.00 0.288163 0.996940
430 -1.00 -0.283536 0.951539
430 +1.00 -0.219626 -0.783283
430 -1.00 -0.193008 0.324552
430 +1.00 0.192759 0.036022
430 -1.00 -0.972878 0.372574
430 +1.00 0.756318 0.196366
430 -1.00 -0.274398 0.379526
440 -1.00 0.522750 -0.389023
440 +1.00 -0.664611 -0.427484
440 +1.00 0.507176 0.836488
440 -1.00 0.091989 -0.381852
440 -1.00 -0.356878 0.544606
440 +1.00 0.518615 0.495702
450 +1.00 -0.425018 -0.323066
450 +1.00 0.615473 0.005937
450 +1.00 -0.958804 -0.418084
450 -1.00 -0.029044 0.988843
450 -1.00 0.447849 -0.147057
450 +1.00 -0.156856 -0.746552
450 +1.00 -0.158706 -0.722897
450 -1.00 0.556247 -0.464213
450 -1.00 0.409533 -0.994179
450 -1.00 -0.904230 0.080675
450 +1.00 0.718754 0.987241
460 -1.00 0.031595 -0.671889
460 -1.00 0.237799 -0.343784
460 -1.00 0.595484 -0.172373
460 +1.00 0.938283 0.947894
460 +1.00 -0.965562 -0.723017
460 -1.00 -0.639547 0.219361
460 -1.00 -0.543888 0.888603
460 +1.00 0.964326 0.905631
460 -1.00 0.265172 -0.797599
460 +1.00 0.041575 0.248851
460 -1.00 0.076333 -0.438154
460 +1.00 0.534882 0.573939
460 +1.00 -0.795433 -0.679506
460 +1.00 0.013632 0.539341
460 +1.00 0.870080 0.074593
460 -1.00 -0.263532 0.716137
460 -1.00 -0.051499 0.266901
460 +1.00 0.160216 0.295383
460 -1.00 0.738279 -0.218625
460 +1.00 -0.671597 -0.834484
460 +1.00 0.790846 0.890631
460 +1.00 0.494881 0.012973
460 -1.00 -0.325494 0.436555
470 +1.00 -0.558299 -0.427364
470 +1.00 -0.767137 -0.617093
470 +1.00 0.275899 0.578440
470 -1.00 -0.468605 0.285185
470 +1.00 -0.248572 -0.777796
470 +1.00 0.071635 0.465318
480 +1.00 0.283677 0.329280
480 +1.00 -0.411672 -0.062253
480 -1.00 -0.040597 0.823666
480 -1.00 -0.767152 0.790480
490 +1.00 -0.576253 -0.388003
500 +1.00 0.094860 0.396061
500 +1.00 0.970899 0.157662
500 +1.00 -0.977337 -0.487205
500 +1.00 -0.058886 -0.919150
500 +1.00 0.042609 0.682664
500 -1.00 -0.444693 0.767780
500 +1.00 0.755750 0.732146
500 -1.00 0.869961 -0.748410
500 -1.00 0.497950 -0.989161
500 -1.00 -0.073703 0.992946
500 -1.00 0.755435 -0.749698
500 -1.00 -0.117865 0.562829
510 +1.00 -0.645027 -0.748059
510 +1.00 0.694437 0.622949
510 +1.00 0.085504 0.805001
510 -1.00 0.091429 -0.368688
510 +1.00 0.541348 0.753074
510 +1.00 -0.591493 -0.714189
510 +1.00 -0.927029 -0.074981
510 +1.00 -0.046122 -0.248637
510 -1.00 -0.600504 0.496888
510 -1.00 -0.834804 0.806115
510 +1.00 0.312592 0.725583
510 +1.00 0.040229 0.385227
510 -1.00 0.140335 -0.830357
510 -1.00 -0.520599 0.510983
510 -1.00 0.312612 -0.548782
510 -1.00 -0.356433 0.926881
510 +1.00 -0.877991 -0.445219
510 +1.00 -0.489501 -0.068686
510 +1.00 0.949582 0.565755
510 +1.00 0.027630 0.096226
510 +1.00 0.581628 0.624388
510 -1.00 0.420017 -0.162877
520 -1.00 -0.213008 0.908824
520 +1.00 -0.962756 -0.785550
520 -1.00 -0.294425 0.846031
520 -1.00 -0.210973 0.917002
530 -1.00 0.865360 -0.257973
530 +1.00 0.109843 0.053498
530 -1.00 -0.143919 0.049878
530 +1.00 0.546142 0.227611
530 -1.00 0.812022 -0.937926
530 +1.00 0.771732 0.325310
530 -1.00 0.445372 -0.849672
530 +1.00 -0.597393 -0.183233
530 -1.00 -0.799151 0.948813
540 +1.00 -0.800097 -0.453086
540 +1.00 0.918889 0.928858
540 +1.00 0.667523 0.544940
540 -1.00 0.073675 -0.762239
540 +1.00 -0.301938 -0.723158
540 -1.00 -0.551368 0.595702
550 -1.00 -0.449013 0.574666
550 -1.00 -0.219155 0.652651
550 +1.00 0.816651 0.798459
550 +1.00 -0.020974 -0.929798
550 +1.00 -0.043646 -0.751787
550 +1.00 0.784183 0.432299
550 -1.00 -0.335424 0.634027
550 +1.00 -0.509490 -0.889928
550 +1.00 0.953465 0.985811
550 +1.00 -0.864171 -0.706843
550 -1.00 -0.812580 0.972336
550 -1.00 0.593493 -0.080747
550 +1.00 -0.929811 -0.538215
560 +1.00 0.518907 0.962654
560 +1.00 -0.241361 -0.738504
570 -1.00 0.836682 -0.835279
570 -1.00 -0.550931 0.360972
570 -1.00 -0.768881 0.203542
570 -1.00 -0.206613 0.719495
570 -1.00 -0.785704 0.566267
570 -1.00 0.122516 -0.264389
570 +1.00 -0.160586 -0.916949
570 -1.00 -0.944117 0.880032
570 -1.00 -0.545088 0.392846
570 +1.00 -0.625427 -0.599651
570 +1.00 -0.041888 -0.506046
570 +1.00 -0.017252 -0.694090
570 -1.00 0.286709 -0.506807
570 -1.00 0.473532 -0.218584
570 -1.00 0.268617 -0.905381
570 -1.00 -0.085640 0.119182
570 +1.00 -0.009374 -0.755076
570 +1.00 -0.725035 -0.517619
580 -1.00 0.512464 -0.920643
580 +1.00 -0.473522 -0.158559
580 -1.00 0.629602 -0.321960
580 +1.00 -0.640252 -0.995996
580 +1.00 0.213227 0.551137
580 -1.00 0.139636 -0.119748
590 -1.00 0.456831 -0.169075
590 -1.00 -0.897374 0.676167
590 -1.00 0.120591 -0.600784
600 -1.00 0.460877 -0.087860
600 -1.00 0.854523 -0.318380
600 +1.00 -0.274377 -0.071111
600 -1.00 -0.941458 0.050260
600 +1.00 -0.489607 -0.542616
610 -1.00 0.246441 -0.181971
610 -1.00 0.713183 -0.802174
610 +1.00 0.434137 0.742160
610 -1.00 -0.106416 0.941725
610 -1.00 -0.904941 0.399515
610 -1.00 0.510324 -0.556661
610 -1.00 -0.708636 0.876782
610 +1.00 -0.854290 -0.944812
610 +1.00 0.411414 0.263481
610 +1.00 0.566686 0.967315
610 +1.00 -0.265022 -0.635022
610 -1.00 -0.419634 0.143159
610 +1.00 0.124350 0.639238
610 +1.00 0.900036 0.506126
610 -1.00 -0.292481 0.187890
610 -1.00 -0.536709 0.162130
610 +1.00 0.103481 0.369400
610 -1.00 -0.395530 0.829774
610 +1.00 -0.711696 -0.557166
620 -1.00 0.414949 -0.956929
620 +1.00 -0.142864 -0.655325
620 +1.00 -0.022447 -0.985247
620 +1.00 -0.960372 -0.989668
620 +1.00 0.378466 0.747901
620 -1.00 -0.122492 0.751810
620 +1.00 0.692192 0.510167
620 -1.00 0.876673 -0.277271
630 +1.00 -0.191131 -0.370843
630 -1.00 0.802737 -0.145188
630 -1.00 0.787380 -0.834114
630 -1.00 0.405349 -0.843753
630 +1.00 -0.806081 -0.289525
630 -1.00 0.451657 -0.880559
630 +1.00 -0.433927 -0.397730
630 +1.00 -0.580673 -0.721121
630 -1.00 0.263951 -0.961299
640 -1.00 0.126108 -0.256303
640 +1.00 -0.767621 -0.352656
640 -1.00 0.444852 -0.170813
640 -1.00 -0.241701 0.041800
640 -1.00 0.301279 -0.427203
640 -1.00 0.709173 -0.741396
640 +1.00 -0.819404 -0.352679
640 +1.00 -0.955232 -0.142246
640 +1.00 -0.285626 -0.062877
640 +1.00 0.220235 0.857238
640 +1.00 -0.221231 -0.557418
640 +1.00 0.770038 0.116779
640 -1.00 -0.504554 0.608494
640 -1.00 0.063087 -0.937374
640 -1.00 0.290430 -0.355055
640 -1.00 -0.039550 0.917247
640 +1.00 -0.873213 -0.488896
640 -1.00 0.124473 -0.900694
650 -1.00 0.121521 -0.133588
650 -1.00 -0.422992 0.181575
650 -1.00 0.931970 -0.056663
650 +1.00 -0.127232 -0.791859
650 +1.00 0.721574 0.409293
650 -1.00 -0.198930 0.433876
650 +1.00 0.513788 0.413224
650 -1.00 0.974454 -0.842125
650 -1.00 0.856389 -0.352978
650 -1.00 0.968346 -0.382377
660 +1.00 0.595584 0.209201
660 -1.00 -0.390719 0.851982
670 -1.00 -0.706204 0.629435
670 +1.00 0.925360 0.263852
670 +1.00 0.721854 0.439694
680 +1.00 -0.448529 -0.986104
680 -1.00 -0.182526 0.002588
690 -1.00 0.622668 -0.389672
690 +1.00 -0.020196 -0.251082
690 -1.00 -0.770441 0.821185
700 +1.00 0.892511 0.786519
700 -1.00 -0.823550 0.290679
700 -1.00 0.888440 -0.511183
710 +1.00 0.510341 0.171198
710 +1.00 0.542832 0.607985
710 -1.00 -0.864415 0.427438
710 -1.00 0.522460 -0.779019
710 -1.00 0.020051 -0.332132
710 -1.00 0.269355 -0.688405
710 -1.00 -0.294511 0.516808
710 -1.00 -0.775927 0.045484
710 -1.00 0.340440 -0.433807
710 +1.00 -0.124443 -0.086046
710 +1.00 -0.451378 -0.416961
710 +1.00 0.981790 0.070926
710 -1.00 -0.737263 0.543079
710 -1.00 -0.948943 0.364794
710 -1.00 -0.079526 0.541469
720 +1.00 0.087638 0.990159
720 -1.00 0.306866 -0.496113
720 +1.00 0.357351 0.028545
720 +1.00 -0.852339 -0.434377
720 -1.00 0.651937 -0.370764
720 +1.00 -0.850512 -0.061199
720 -1.00 -0.923055 0.702591
720 -1.00 0.308927 -0.462544
730 -1.00 0.430142 -0.530955
730 +1.00 0.826858 0.619174
730 +1.00 0.708769 0.977833
730 -1.00 0.240348 -0.955336
730 -1.00 0.984940 -0.182519
730 +1.00 -0.911472 -0.096814
730 +1.00 0.865013 0.270460
730 +1.00 0.792366 0.767046
730 -1.00 0.878263 -0.868039
730 -1.00 0.316988 -0.639741
730 -1.00 0.524284 -0.713515
730 -1.00 -0.309162 0.629563
730 -1.00 0.477155 -0.625006
740 +1.00 0.674107 0.896847
750 -1.00 0.217982 -0.085638
750 -1.00 0.097607 -0.589890
750 +1.00 0.593729 0.991897
750 +1.00 0.455604 0.678126
750 -1.00 -0.764723 0.280569
750 +1.00 0.908158 0.424805
750 +1.00 0.198783 0.904734
750 +1.00 0.229457 0.047736
750 +1.00 0.668103 0.834872
750 -1.00 0.257185 -0.080983
750 +1.00 0.609169 0.747536
750 +1.00 -0.793125 -0.982989
750 +1.00 0.594090 0.503785
750 -1.00 0.126644 -0.250918
750 +1.00 -0.632344 -0.929435
750 -1.00 -0.141435 0.226941
760 +1.00 -0.508516 -0.085697
760 -1.00 -0.077808 0.513246
760 +1.00 -0.200128 -0.521620
760 +1.00 -0.479618 -0.936316
760 +1.00 -0.060219 -0.114296
760 -1.00 0.642339 -0.853931
760 +1.00 0.260071 0.240005
760 +1.00 -0.124904 -0.385204
760 +1.00 -0.202343 -0.469348
760 +1.00 0.478582 0.563567
760 +1.00 0.130742 0.792864
760 -1.00 -0.622953 0.058934
770 +1.00 -0.594522 -0.345161
770 -1.00 -0.955787 0.491038
770 +1.00 0.035365 0.499097
770 -1.00 0.037681 -0.799644
770 -1.00 0.788754 -0.875310
770 -1.00 0.962602 -0.618072
770 -1.00 0.751059 -0.113899
770 -1.00 -0.377183 0.568307
770 +1.00 -0.554984 -0.817293
770 -1.00 0.308666 -0.006271
780 +1.00 -0.478173 -0.392111
780 -1.00 -0.965292 0.978175
780 +1.00 0.143229 0.918640
780 -1.00 0.339257 -0.074092
780 -1.00 -0.600579 0.003824
780 -1.00 -0.742268 0.077345
780 -1.00 -0.715471 0.000717
780 -1.00 0.647244 -0.780095
780 +1.00 0.321368 0.292816
780 +1.00 -0.226172 -0.669201
780 +1.00 0.490418 0.570309
780 +1.00 -0.768062 -0.982119
780 -1.00 -0.143938 0.026582
780 +1.00 -0.108110 -0.805295
780 -1.00 0.009557 -0.944502
780 +1.00 -0.890950 -0.755806
780 +1.00 0.270688 0.671767
780 -1.00 -0.397888 0.352633
790 -1.00 0.580478 -0.360078
790 +1.00 -0.380200 -0.545491
790 +1.00 0.546622 0.675491
800 +1.00 0.493738 0.641422
800 +1.00 -0.353292 -0.785213
800 +1.00 -0.090106 -0.854837
800 -1.00 -0.747433 0.759192
800 -1.00 -0.645609 0.569745
800 +1.00 -0.017221 -0.816583
810 -1.00 0.719024 -0.306218
810 +1.00 0.289559 0.114512
810 +1.00 -0.308361 -0.220009
810 +1.00 -0.222082 -0.795658
810 -1.00 0.532170 -0.671319
810 +1.00 -0.495363 -0.275557
810 -1.00 -0.648123 0.449280
810 -1.00 -0.232494 0.028617
810 +1.00 -0.335925 -0.850522
810 +1.00 -0.203578 -0.758955
810 +1.00 0.405847 0.072564
810 -1.00 0.629295 -0.458439
810 -1.00 0.801431 -0.900995
810 +1.00 0.274699 0.291005
810 -1.00 -0.242561 0.583715
810 +1.00 -0.216414 -0.540665
810 +1.00 -0.041999 -0.459558
810 -1.00 -0.347537 0.016985
810 -1.00 -0.920461 0.069071
810 -1.00 0.090599 -0.672420
810 +1.00 0.751776 0.714196
810 +1.00 -0.351286 -0.299634
810 -1.00 -0.254887 0.252533
810 -1.00 -0.492766 0.205476
810 +1.00 -0.396791 -0.108159
810 +1.00 0.790900 0.328133
820 -1.00 0.989824 -0.225461
820 +1.00 0.037397 0.515598
820 -1.00 -0.007164 0.288499
820 +1.00 0.980765 0.374914
820 -1.00 0.403889 -0.026562
820 -1.00 -0.294607 0.268335
820 -1.00 -0.171265 0.060212
820 -1.00 0.722908 -0.013041
820 -1.00 0.022248 -0.559930
820 +1.00 0.607639 0.806519
820 +1.00 -0.655837 -0.303558
820 +1.00 -0.209586 -0.882713
820 -1.00 -0.325586 0.086119
830 +1.00 -0.624887 -0.974012
830 -1.00 -0.527420 0.536373
840 +1.00 0.861704 0.907764
840 -1.00 0.976837 -0.767827
840 +1.00 -0.068886 -0.954470
840 -1.00 -0.712662 0.132225
840 -1.00 0.817426 -0.141613
840 +1.00 -0.591105 -0.025925
840 +1.00 0.641235 0.131037
840 +1.00 0.866759 0.795434
850 -1.00 -0.461609 0.378445
850 -1.00 0.288226 -0.291840
850 -1.00 -0.996382 0.209947
850 -1.00 -0.286280 0.841956
860 -1.00 -0.991013 0.382131
860 -1.00 0.523229 -0.400183
860 -1.00 0.802627 -0.063535
860 -1.00 0.279836 -0.374431
860 -1.00 -0.452656 0.443820
860 +1.00 -0.015685 -0.414639
860 -1.00 0.813324 -0.438691
860 +1.00 -0.675267 -0.672530
870 +1.00 0.603306 0.204662
870 -1.00 -0.868415 0.214281
